"Title","Director","US_Gross","Critics","Audiences","Director_Gender","First_Gender"
"Empire of the Sun","Steven Spielberg",2.2e+07,77,90,"male","male"
"Employee of the Month","Greg Coolidge",28400000,20,53,"male","male"
"Set Me Free","Léa Pool",73400,83,77,NA,"female"
"En brazos de un asesino","Matías Moltrasio",421200,0,76,NA,"male"
"Enchanted","Kevin Lima",127700000,93,80,"male","female"
"End of the Spear","Jim Hanon",11700000,42,82,"male","male"
"The End of Violence","Wim Wenders",283000,29,43,NA,"male"
"Ender's Game","Gavin Hood",61700000,62,65,"male","male"
"Enduring Love","Roger Michell",358300,59,60,"male","male"
"Enemy at the Gates","Jean-Jacques Annaud",51400000,54,82,NA,"male"
"Enemy of the State","Tony Scott",111500000,71,78,"male","male"
"The English Patient","Anthony Minghella",78700000,86,83,"male","male"
"Enough Said","Nicole Holofcener",17500000,95,75,"female","female"
"Entourage","Doug Ellin",32400000,32,57,"male","male"
"Entrapment","Jon Amiel",87700000,40,50,"male","female"
"Epic","Chris Wedge",107500000,65,65,"male","female"
"Equilibrium","Kurt Wimmer",1200000,40,81,"male","male"
"Equity","Meera Menon",1600000,82,52,"female","female"
"Eragon","Stefen Fangmeier",7.5e+07,16,46,"male","male"
"Erin Brockovich","Steven Soderbergh",125500000,85,81,"male","female"
"Ernest Goes to Jail","John R. Cherry III",2.5e+07,11,49,"male","male"
"Ernest Saves Christmas","John R. Cherry III",28100000,36,43,"male","male"
"Ernest Scared Stupid","John R. Cherry III",14100000,25,51,"male","male"
"Escobar: Paradise Lost","Andrea Di Stefano",177100,55,49,"female","male"
"E.T. the Extra-Terrestrial","Steven Spielberg",439200000,99,72,"male","male"
"Eternal Sunshine of the Spotless Mind","Michel Gondry",34100000,92,94,"male","female"
"Europa, Europa","Agnieszka Holland",23200,95,90,"female","male"
"Eurotrip","Jeff Schaffer",17700000,47,75,"male","male"
"Evelyn","Bruce Beresford",1400000,64,78,"male","female"
"Evening","Lajos Koltai",12400000,27,48,NA,"female"
"Everybody Loves Somebody","Catalina Aguilar Mastretta",1900000,89,70,"female","female"
"Everybody Wants to Be Italian","Jason Todd Ipson",350800,9,33,"male","male"
"Everyone Says I Love You","Woody Allen",9700000,77,68,"male","female"
"Everything, Everything","Stella Meghie",34100000,44,61,"female","female"
"Everything Is Illuminated","Liev Schreiber",1700000,66,89,"male","male"
"Everything Must Go","Dan Rush",2700000,73,52,"male","male"
"Eve's Bayou","Kasi Lemmons",14800000,83,89,"female","female"
"Evil Dead","Fede Alvarez",54200000,63,64,NA,"female"
"Evil Dead Rise","Lee Cronin",67200000,84,76,"male","female"
"Ex Machina","Alex Garland",25400000,92,86,"male","male"
"Exodus: Gods and Kings","Ridley Scott",6.5e+07,31,35,"male","male"
"The Exorcism of Emily Rose","Scott Derrickson",75100000,45,60,"male","male"
"Exorcist: The Beginning","Renny Harlin",41800000,11,27,"male","male"
"Exotica","Atom Egoyan",5e+06,95,83,"male","female"
"Explicit Ills","Mark Webber",28600,54,39,"male","male"
"Extraordinary Measures","Tom Vaughan",11900000,29,53,"male","male"
"Extreme Ops","Christian Duguay",4800000,7,28,"male","male"
"Extremely Loud & Incredibly Close","Stephen Daldry",31800000,45,61,"male","male"
"Eye for an Eye","John Schlesinger",25700000,8,55,"male","female"
"Eyes Wide Shut","Stanley Kubrick",55700000,75,74,"male","female"
"F9 The Fast Saga","Justin Lin",1.73e+08,59,82,"male","male"
"Fabian: Going to the Dogs","Dominik Graf",25000,89,82,"male","male"
"Face","Bertha Bay-Sa-Pan",106900,63,35,"female","female"
"Face/Off","John Woo",112300000,93,82,"male","male"
"Facing the Giants","Alex Kendrick",10200000,16,85,"male","male"
"The Faculty","Robert Rodriguez",40100000,58,57,"male","female"
"Fading Gigolo","John Turturro",3800000,54,41,"male","male"
"Failure to Launch","Tom Dey",88700000,23,52,"male","male"
"Falling for Figaro","Ben Lewin",35800,70,72,"male","female"
"Falling From Grace","John Mellencamp",99800,78,43,"male","male"
"Family","Laura Steinel",126500,77,77,"female","female"
"A Family Thing","Richard Pearce",10100000,73,72,"male","male"
"Fantastic Beasts and Where to Find Them","David Yates",2.34e+08,74,79,"male","male"
"Fantastic Beasts: The Crimes of Grindelwald","David Yates",159400000,36,54,"male","male"
"Fantastic Beasts: The Secrets of Dumbledore","David Yates",95800000,46,83,"male","male"
"Fantastic Four","Josh Trank",5.6e+07,9,18,"male","male"
"Fantastic Four","Tim Story",154700000,28,45,"male","male"
"Blumhouse's Fantasy Island","Jeff Wadlow",26400000,8,48,"male","male"
"Far From Home: The Adventures of Yellow Dog","Phillip Borsos",10400000,63,54,"male","male"
"Fargo","Joel Coen",24500000,94,92,"male","male"
"Fast & Furious 6","Justin Lin",238700000,71,84,"male","male"
"Fast & Furious","Justin Lin",1.55e+08,28,67,"male","male"
"The Fast and the Furious: Tokyo Drift","Justin Lin",62500000,37,69,"male","male"
"Fast, Cheap & Out of Control","Errol Morris",861600,91,84,"male","male"
"Fast Color","Julia Hart",74700,82,58,"female","female"
"Fast Five","Justin Lin",209800000,78,83,"male","female"
"Fast Food, Fast Women","Amos Kollek",193500,47,75,"male","female"
"Fast X","Louis Leterrier",573900000,56,84,"male","male"
"Fat Albert","Joel Zwick",48100000,23,44,"male","male"
"Fatale","Deon Taylor",6300000,45,88,"male","male"
"The Father of My Children","Mia Hansen-Løve",144000,90,61,"female","male"
"Fathers' Day","Ivan Reitman",28700000,25,26,"male","male"
"Fear and Loathing in Las Vegas","Terry Gilliam",10600000,51,89,"male","male"
"Feast of Love","Robert Benton",3500000,40,55,"male","female"
"Feeling Minnesota","Steven Baigelman",3100000,14,27,"male","female"
"Felicia's Journey","Atom Egoyan",819900,88,71,"male","female"
"Female Perversions","Susan Streitfeld",884000,71,45,"female","female"
"Fences","Denzel Washington",57600000,92,75,"male","male"
"Ferdinand","Carlos Saldanha",84200000,71,52,"male","male"
"FernGully ... the Last Rainforest","Bill Kroyer",20900000,67,64,"male","female"
"Ferrari","Michael Mann",18500000,73,74,"male","male"
"Ferris Bueller's Day Off","John Hughes",6.9e+07,82,92,"male","male"
"A Few Good Men","Rob Reiner",141300000,84,89,"male","male"
"Fierce People","Griffin Dunne",85400,24,57,"male","male"
"The Fifth Element","Luc Besson",63700000,71,86,"male","male"
"Fifty Shades Darker","James Foley",114400000,11,48,"male","male"
"Fifty Shades Freed","James Foley",100400000,11,38,"male","male"
"Fifty Shades of Black","Mike Tiddes",11700000,4,19,"male","female"
"Fifty Shades of Grey","Sam Taylor-Johnson",166100000,25,41,"male","female"
"Fight Club","David Fincher",3.7e+07,80,96,"male","male"
"The Fighting Temptations","Jonathan Lynn",30200000,42,66,"male","male"
"Fighting Tommy Riley","Eddie O'Flaherty",5200,63,53,"male","male"
"Filth","Jon S. Baird",34300,67,67,"male","male"
"Final Destination 2","David R. Ellis",46500000,50,58,"male","female"
"Final Destination 3","James Wong",54100000,43,57,"male","female"
"Final Destination 5","Steven Quale",42600000,63,53,"male","male"
"The Final Destination","David R. Ellis",66500000,28,35,"male","male"
"Final Destination","James Wong",53300000,36,68,"male","male"
"Final","Campbell Scott",10800,44,35,"female","male"
"Find Me Guilty","Sidney Lumet",1200000,63,62,"male","male"
"Finding Dory","Andrew Stanton",486200000,94,84,"male","female"
"Finding Forrester","Gus Van Sant",51800000,74,79,"male","male"
"Finding You","Brian Baugh",2800000,51,91,"male","female"
"Finding Your Feet","Richard Loncraine",1400000,70,57,"male","female"
"Fire in the Mountains","Ajitpal Singh",12000,90,85,NA,"female"
"Fire in the Sky","Robert Lieberman",19600000,52,57,"male","male"
"Firebird","Peeter Rebane",143700,58,83,NA,"male"
"Firehouse Dog","Todd Holland",13900000,37,62,"male","male"
"Firelight","William Nicholson",784400,41,82,"male","male"
"Firestarter","Keith Thomas",9300000,10,47,"male","female"
"The First $20 Million Is Always the Hardest","Mick Jackson",5500,11,49,"male","male"
"First Daughter","Forest Whitaker",9100000,8,43,"male","female"
"First Reformed","Paul Schrader",3400000,94,69,"male","male"
"First Snow","Mark Fergus",213000,58,41,"male","male"
"First Sunday","David E. Talbert",37900000,12,56,"male","male"
"The Fisher King","Terry Gilliam",39400000,85,85,"male","male"
"Fist Fight","Richie Keen",32200000,25,40,"male","male"
"Five Feet Apart","Justin Baldoni",45700000,53,79,"male","female"
"Flag Day","Sean Penn",423400,39,48,"male","male"
"Flannel Pajamas","Jeff Lipsky",123300,51,39,"male","male"
"Flash of Genius","Marc Abraham",4200000,62,55,"male","male"
"Flashpoint","Wilson Yip",3300,43,67,"male","male"
"Fletch Lives","Michael Ritchie",32900000,35,55,"male","male"
"Flight","Robert Zemeckis",93700000,77,75,"male","male"
"Flight of the Navigator","Randal Kleiser",17200000,84,75,"male","male"
"Flight of the Red Balloon","Hsiao-hsien Hou",459400,82,60,NA,"female"
"Flightplan","Robert Schwentke",89700000,37,48,"male","female"
"The Flintstones in Viva Rock Vegas","Brian Levant",35200000,25,20,"male","male"
"Flipped","Rob Reiner",1800000,55,79,"male","female"
"Flirting With Disaster","David O. Russell",14800000,88,69,"male","male"
"Flower","Max Winkler",327400,49,42,"male","female"
"The Flower of Evil","Claude Chabrol",181800,65,49,"male","female"
"Flubber","Les Mayfield",9.3e+07,23,33,"male","male"
"Fly Away Home","Carroll Ballard",24600000,88,70,"male","female"
"The Flying Scotsman","Douglas Mackinnon",136100,50,51,"male","male"
"Focus","Neal Slavin",719800,56,62,"male","male"
"Foolish","Dave Meyers",6e+06,0,67,"male","male"
"Fool's Paradise","Charlie Day",855100,18,38,"male","male"
"Fools Rush In","Andy Tennant",29300000,31,64,"male","female"
"Footnote","Joseph Cedar",4100000,88,72,"male","male"
"For Ellen","So-yong Kim",7300,67,39,NA,"male"
"For Greater Glory","Dean Wright",5700000,20,78,"male","male"
"For Love of the Game","Sam Raimi",35200000,46,75,"male","male"
"For Queen and Country","Martin Stellman",62800,29,28,"male","male"
"For Richer or Poorer","Bryan Spicer",31600000,13,46,"male","male"
"For the Boys","Mark Rydell",17700000,44,75,"male","male"
"For Colored Girls","Tyler Perry",37700000,32,73,"male","female"
"Force majeure","Ruben Östlund",1400000,94,76,"male","male"
"Forces of Nature","Bronwen Hughes",52900000,46,34,"female","male"
"Forgetting Sarah Marshall","Nicholas Stoller",62900000,83,76,"male","female"
"The Forgotten","Joseph Ruben",66600000,31,36,"male","female"
"The 51st State","Ronnie Yu",5200000,25,59,"male","male"
"Fort McCoy",NA,73700,50,69,NA,"male"
"Forty Shades of Blue","Ira Sachs",75200,61,43,"male","female"
"Foster Boy","Youssef Delara",19000,83,67,"male","male"
"Four Brothers","John Singleton",74500000,53,80,"male","female"
"Four Good Days","Rodrigo Garcia",828700,56,81,"male","female"
"Four Weddings and a Funeral","Mike Newell",49300000,92,74,"male","male"
"Foxcatcher","Bennett Miller",12100000,88,66,"male","male"
"Foxtrot","Samuel Maoz",618000,94,77,"male","male"
"Fracture","Gregory Hoblit",3.9e+07,72,73,"male","male"
"Frank","Lenny Abrahamson",644900,92,72,"male","male"
"Frank & Lola","Matthew Ross",5700,69,42,"male","male"
"Frankie and Johnny Are Married","Michael Pressman",22900,70,41,"male","male"
"Frantz","François Ozon",880500,91,85,NA,"female"
"Freaky Friday","Mark Waters",110200000,88,58,"male","female"
"Freddy Got Fingered","Tom Green",14200000,10,56,"male","male"
"Freddy vs. Jason","Ronnie Yu",82200000,42,50,"male","male"
"Freddy's Dead: The Final Nightmare","Rachel Talalay",3.4e+07,23,32,"female","male"
"Free Birds","Jimmy Hayward",55700000,20,44,"male","male"
"Free Guy","Shawn Levy",121600000,80,94,"male","male"
"Free Willy 2: The Adventure Home","Dwight H. Little",2.8e+07,50,42,"male","male"
"Free Willy 3: The Rescue","Sam Pillsbury",3500000,44,44,"male","male"
"Free Willy","Simon Wincer",76300000,71,50,"male","male"
"Freedom Writers","Richard LaGravenese",36600000,70,87,"male","female"
"Freedomland","Joe Roth",12500000,24,25,"male","female"
"Freelance","Pierre Morel",5300000,8,76,"male","male"
"French Exit","Azazel Jacobs",740400,65,42,"male","female"
"French Kiss","Lawrence Kasdan",36400000,48,74,"male","female"
"Frida","Julie Taymor",25800000,76,85,"female","female"
"Friday the 13th, Part VI: Jason Lives","Tom McLoughlin",1.9e+07,53,53,"male","male"
"Friday the 13th Part VII -- The New Blood","John Carl Buechler",19100000,33,37,"male","female"
"Friday the 13th Part VIII: Jason Takes Manhattan","Rob Hedden",14300000,11,26,"male","male"
"Friday the 13th","Marcus Nispel",6.5e+07,25,47,"male","male"
"Friday","F. Gary Gray",27400000,76,91,NA,"male"
"Fried Green Tomatoes","Jon Avnet",81200000,76,87,"male","female"
"Unfriend","Simon Verhoeven",3800000,17,28,"male","female"
"Fright Night","Craig Gillespie",18300000,72,59,"male","male"
"From Beyond","Stuart Gordon",946800,80,70,"male","male"
"From Justin to Kelly","Robert Iscove",4900000,8,39,"male","male"
"From Paris With Love","Pierre Morel",2.4e+07,37,54,"male","male"
"Frost/Nixon","Ron Howard",18600000,93,88,"male","male"
"Fruitvale Station","Ryan Coogler",16100000,94,87,"male","male"
"Full Frontal","Steven Soderbergh",2500000,39,27,"male","male"
"Full Metal Jacket","Stanley Kubrick",42900000,90,94,"male","male"
"The Full Monty","Peter Cattaneo",45900000,96,79,"male","male"
"Full Moon in Blue Water","Peter Masterson",254500,27,25,"male","male"
"Fun With Dick and Jane","Dean Parisot",110300000,29,49,"male","male"
"Funny Bones","Peter Chelsom",527000,63,81,"male","male"
"Funny Pages","Owen Kline",49000,82,49,"male","male"
"Funny People","Judd Apatow",51800000,69,48,"male","male"
"Fur: An Imaginary Portrait of Diane Arbus","Steven Shainberg",220900,33,63,"male","female"
"Furiosa: A Mad Max Saga","George Miller",66100000,90,89,"male","female"
"Fury","David Ayer",85800000,76,84,"male","male"
"G","Christopher Scott Cherot",3e+06,28,60,"male","female"
"Gabriel","Lou Howe",2100,84,79,"female","male"
"Game 6","Michael Hoffman",128100,62,37,"male","male"
"Gangster Squad","Ruben Fleischer",4.6e+07,30,57,"male","male"
"Garage Days","Alex Proyas",20600,45,61,"male","male"
"Garden State","Zach Braff",26800000,86,88,"male","male"
"Garfield: A Tail of Two Kitties","Tim Hill",28400000,12,43,"male","male"
"Garfield: The Movie","Peter Hewitt",75400000,14,38,"male","male"
"Gattaca","Andrew Niccol",12300000,82,87,"male","male"
"Gemma Bovery","Anne Fontaine",191500,54,43,"female","female"
"The General's Daughter","Simon West",102700000,21,46,"male","female"
"Georgia Rule","Garry Marshall",18900000,19,52,"male","female"
"Geronimo: An American Legend","Walter Hill",18400000,50,52,"male","male"
"Get Hard","Etan Cohen",90400000,28,45,"male","male"
"Get On Up","Tate Taylor",30500000,81,68,"male","male"
"Get Out","Jordan Peele",1.76e+08,98,86,"male","male"
"Get Over It","Tommy O'Haver",11600000,43,51,"male","male"
"Get Real","Simon Shore",1200000,79,84,"male","male"
"Get Rich or Die Tryin'","Jim Sheridan",3.1e+07,17,70,"male","male"
"Get Shorty","Barry Sonnenfeld",68800000,89,70,"male","male"
"Get Smart","Peter Segal",130300000,51,67,"male","male"
"Getaway","Courtney Solomon",10500000,3,36,"female","male"
"Ghost in the Machine","Rachel Talalay",4600000,10,23,"female","female"
"Ghost in the Shell","Rupert Sanders",40500000,42,51,"male","female"
"Ghost Rider","Mark Steven Johnson",115800000,27,48,"male","male"
"Ghost World","Terry Zwigoff",6200000,93,84,"male","female"
"Ghostbusters II","Ivan Reitman",110400000,55,61,"male","male"
"Ghosts of Girlfriends Past","Mark Waters",52200000,28,40,"male","male"
"Ghosts of Mississippi","Rob Reiner",13100000,43,62,"male","female"
"G.I. Joe: Retaliation","Jon M. Chu",122500000,29,48,"male","male"
"Gifted","Marc Webb",24800000,73,85,"male","male"
"Gimme Shelter","Ron Krauss",1400000,27,63,"male","female"
"The Girl From Monaco","Anne Fontaine",601900,48,28,"female","male"
"Girl in Progress","Patricia Riggen",2600000,33,53,"female","female"
"Girl on a Bicycle","Jeremy Leven",89400,8,54,"male","male"
"Girl With a Pearl Earring","Peter Webber",11600000,73,68,"male","female"
"Red Riding Hood","Catherine Hardwicke",37700000,10,39,"female","female"
"Girlfight","Karyn Kusama",1500000,87,75,"female","female"
"Girls Will Be Girls","Richard Day",147200,59,80,"male","female"
"Glass","M. Night Shyamalan",1.11e+08,37,66,NA,"male"
"Glengarry Glen Ross","James Foley",10700000,95,88,"male","male"
"Glitter","Vondie Curtis Hall",4300000,6,48,NA,"female"
"Gloria","Sebastián Lelio",2100000,100,65,NA,"female"
"Gloria Bell","Sebastián Lelio",5600000,90,47,NA,"female"
"Goat","Andrew Neel",23000,79,44,"male","male"
"God Bless the Broken Road","Harold Cronk",2800000,17,77,"male","female"
"Godland","Hlynur Pálmason",60100,91,75,NA,"male"
"God's Not Dead 2","Harold Cronk",20800000,10,62,"male","female"
"God's Not Dead: A Light in Darkness","Michael Mason",5700000,11,52,"male","male"
"Gods of Egypt","Alex Proyas",31100000,14,37,"male","male"
"God's Pocket","John Slattery",104400,36,34,"male","male"
"Godzilla","Gareth Edwards",200700000,76,66,"male","male"
"Godzilla: King of the Monsters","Michael Dougherty",110500000,42,83,"male","male"
"Godzilla vs. Kong","Adam Wingard",100400000,76,91,"male","male"
"Going All the Way","Mark Pellington",86200,65,25,"male","male"
"Gold Diggers: The Secret of Bear Mountain","Kevin James Dobson",5700000,50,53,"male","female"
"Elizabeth: The Golden Age","Shekhar Kapur",16300000,35,59,NA,"female"
"The Golden Bowl","James Ivory",3e+06,54,39,"male","male"
"Golden Door","Emanuele Crialese",1100000,72,69,"male","male"
"Golden Exits","Alex Ross Perry",37500,67,36,"male","male"
"GoldenEye","Martin Campbell",1.06e+08,80,83,"male","male"
"Goldie","Sam de Jong",1200,95,60,"male","female"
"Goldstone","Ivan Sen",78800,76,71,"male","male"
"Gone Baby Gone","Ben Affleck",20300000,94,86,"male","male"
"Gone Girl","David Fincher",167800000,87,87,"male","male"
"Good Boys","Gene Stupnitsky",83100000,81,86,"male","male"
